Date,Price,Open,High,Low,Vol.,Change %
07/13/2015,11484.38,11489.17,11506.98,11421.82,91.89M,1.49%
07/10/2015,11315.63,11170.71,11339.78,11149.27,104.80M,2.90%
07/09/2015,10996.41,10795.11,11035.04,10784.47,86.43M,2.32%
07/08/2015,10747.30,10710.29,10802.80,10652.79,94.42M,0.66%
07/07/2015,10676.78,10930.02,10946.87,10663.99,107.40M,-1.96%
07/06/2015,10890.63,10825.06,10996.45,10823.55,101.56M,-1.52%
07/03/2015,11058.39,11082.04,11123.18,11005.76,65.58M,-0.37%
07/02/2015,11099.35,11191.28,11229.01,11078.59,77.18M,-0.73%
07/01/2015,11180.50,11050.32,11283.76,10979.21,122.76M,2.15%
06/30/2015,10944.97,11058.04,11137.14,10897.97,135.59M,-1.25%
06/29/2015,11083.20,11404.71,11409.81,10964.24,134.21M,-3.56%
06/26/2015,11492.43,11387.13,11561.83,11373.44,94.56M,0.17%
06/25/2015,11473.13,11410.62,11594.24,11352.40,75.83M,0.02%
06/24/2015,11471.26,11566.35,11589.35,11364.45,94.71M,-0.62%
06/23/2015,11542.54,11552.96,11635.85,11517.12,88.93M,0.72%
06/22/2015,11460.50,11138.71,11470.25,11138.55,119.29M,3.81%
06/19/2015,11040.10,11121.30,11246.27,10997.90,212.14M,-0.54%
06/18/2015,11100.30,10937.67,11109.76,10806.15,100.03M,1.11%
06/17/2015,10978.01,11066.75,11115.38,10947.37,83.26M,-0.60%
06/16/2015,11044.01,10910.01,11074.34,10797.85,88.93M,0.54%
06/15/2015,10984.97,11053.21,11090.71,10952.74,80.60M,-1.89%
06/12/2015,11196.49,11286.56,11365.92,11069.36,88.90M,-1.20%
06/11/2015,11332.78,11242.87,11452.94,11236.58,92.25M,0.60%
06/10/2015,11265.39,10970.41,11299.61,10939.51,102.70M,2.40%
06/09/2015,11001.29,11025.08,11071.61,10864.68,102.71M,-0.58%
06/08/2015,11064.92,11131.86,11224.56,11059.16,98.83M,-1.18%
06/05/2015,11197.15,11241.43,11287.20,11155.01,91.47M,-1.26%
06/04/2015,11340.60,11370.57,11449.70,11187.43,106.48M,-0.69%
06/03/2015,11419.62,11359.80,11515.21,11300.36,88.11M,0.80%
06/02/2015,11328.80,11467.07,11467.07,11270.57,88.14M,-0.94%
06/01/2015,11436.05,11462.97,11510.93,11345.10,75.69M,0.19%
05/29/2015,11413.82,11685.66,11704.39,11403.82,124.44M,-2.26%
05/28/2015,11677.57,11716.08,11773.79,11605.99,84.03M,-0.79%
05/27/2015,11771.13,11647.04,11790.35,11595.12,100.90M,1.26%
05/26/2015,11625.13,11841.48,11920.31,11586.35,96.67M,-1.61%
05/25/2015,11815.01,11881.49,11881.81,11792.31,,0.00%
05/22/2015,11815.01,11881.49,11881.81,11792.31,64.15M,-0.42%
05/21/2015,11864.59,11815.43,11868.70,11758.81,71.40M,0.14%
05/20/2015,11848.47,11858.47,11871.49,11780.02,68.49M,-0.04%
05/19/2015,11853.33,11709.87,11873.28,11706.85,99.88M,2.23%
05/18/2015,11594.28,11464.80,11594.96,11378.86,78.74M,1.29%
05/15/2015,11447.03,11593.20,11632.36,11383.23,97.76M,-0.98%
05/14/2015,11559.82,11299.19,11579.80,11218.54,72.93M,1.84%
05/13/2015,11351.46,11532.97,11596.47,11301.63,108.12M,-1.05%
05/12/2015,11472.41,11557.97,11565.20,11377.35,104.69M,-1.72%
05/11/2015,11673.35,11674.52,11702.13,11622.02,73.18M,-0.31%
05/08/2015,11709.73,11483.07,11710.41,11415.29,111.16M,2.65%
05/07/2015,11407.97,11265.13,11437.57,11167.55,119.25M,0.51%
05/06/2015,11350.15,11377.58,11457.93,11239.86,101.73M,0.20%
05/05/2015,11327.68,11576.12,11751.22,11322.62,121.58M,-2.51%
05/04/2015,11619.85,11506.84,11656.89,11411.77,80.33M,1.44%
04/30/2015,11454.38,11440.79,11570.64,11331.37,126.69M,0.19%
04/29/2015,11432.72,11864.40,11885.05,11410.54,134.68M,-3.21%
04/28/2015,11811.66,12035.56,12047.38,11743.78,125.62M,-1.89%
04/27/2015,12039.16,11881.25,12050.71,11729.04,103.02M,1.93%
04/24/2015,11810.85,11783.56,11881.05,11711.10,84.71M,0.74%
04/23/2015,11723.58,11887.14,11940.21,11675.58,89.48M,-1.21%
04/22/2015,11867.37,11984.39,12041.38,11787.22,81.50M,-0.60%
04/21/2015,11939.58,11994.82,12079.03,11913.36,80.15M,0.40%
04/20/2015,11891.91,11736.40,11903.70,11727.02,73.53M,1.74%
04/17/2015,11688.70,11942.36,12019.75,11674.59,136.93M,-2.58%
04/16/2015,11998.86,12224.76,12227.59,11997.75,97.99M,-1.90%
04/15/2015,12231.34,12220.10,12326.14,12214.81,69.85M,0.03%
04/14/2015,12227.60,12306.36,12339.81,12181.20,73.46M,-0.90%
04/13/2015,12338.73,12357.27,12388.13,12326.71,62.63M,-0.29%
04/10/2015,12374.73,12226.98,12390.75,12214.51,80.85M,1.71%
04/09/2015,12166.44,12099.43,12166.44,12047.91,60.31M,1.08%
04/08/2015,12035.86,12109.85,12122.32,12017.80,72.02M,-0.72%
04/07/2015,12123.52,12057.34,12149.31,12035.70,91.11M,1.30%
04/02/2015,11967.39,11991.62,12020.11,11948.83,70.76M,-0.28%
04/01/2015,12001.38,11902.92,12112.98,11880.19,93.23M,0.29%
03/31/2015,11966.17,12054.20,12119.71,11943.12,87.38M,-0.99%
03/30/2015,12086.01,11927.14,12090.14,11922.71,75.16M,1.83%
03/27/2015,11868.33,11920.22,11954.09,11799.03,88.50M,0.21%
03/26/2015,11843.68,11736.34,11849.39,11619.72,120.05M,-0.18%
03/25/2015,11865.32,11995.09,12022.84,11858.23,84.59M,-1.17%
03/24/2015,12005.69,11821.21,12030.59,11797.67,104.21M,0.92%
03/23/2015,11895.84,11984.79,11985.11,11858.10,88.39M,-1.19%
03/20/2015,12039.37,11942.16,12087.61,11926.86,181.43M,1.18%
03/19/2015,11899.40,11897.48,12001.13,11787.30,110.43M,-0.20%
03/18/2015,11922.77,12002.24,12017.91,11814.48,114.36M,-0.48%
03/17/2015,11980.85,12163.08,12195.58,11930.54,104.12M,-1.54%
03/16/2015,12167.72,11955.82,12219.05,11955.33,112.37M,2.24%
03/13/2015,11901.61,11845.90,11903.33,11744.93,104.89M,0.87%
03/12/2015,11799.39,11795.91,11830.14,11754.90,119.85M,-0.06%
03/11/2015,11805.99,11531.55,11822.53,11531.55,107.89M,2.66%
03/10/2015,11500.38,11555.97,11577.75,11402.67,93.04M,-0.71%
03/09/2015,11582.11,11510.35,11586.94,11461.86,70.12M,0.27%
03/06/2015,11550.97,11513.89,11600.37,11495.20,83.01M,0.41%
03/05/2015,11504.01,11427.64,11532.82,11409.05,83.13M,1.00%
03/04/2015,11390.38,11317.24,11390.38,11193.30,79.99M,0.98%
03/03/2015,11280.36,11424.67,11465.23,11280.36,84.80M,-1.14%
03/02/2015,11410.36,11408.28,11455.08,11362.88,80.28M,0.08%
02/27/2015,11401.66,11337.11,11401.66,11301.34,94.06M,0.66%
02/26/2015,11327.19,11206.66,11330.63,11187.00,85.07M,1.04%
02/25/2015,11210.27,11208.27,11225.60,11174.78,80.92M,0.04%
02/24/2015,11205.74,11128.17,11228.37,11090.73,82.59M,0.67%
02/23/2015,11130.92,11150.47,11158.55,11069.77,76.63M,0.73%
02/20/2015,11050.64,10976.77,11081.81,10946.90,136.03M,0.44%
02/19/2015,11001.94,10932.49,11022.26,10874.97,88.00M,0.37%
02/18/2015,10961.00,10931.72,10980.98,10909.60,70.94M,0.60%
02/17/2015,10895.62,10847.73,10921.26,10765.02,77.40M,-0.25%
02/16/2015,10923.23,10946.88,10963.49,10909.49,62.00M,-0.37%
02/13/2015,10963.40,10952.39,11013.85,10948.49,99.48M,0.40%
02/12/2015,10919.65,10746.91,10955.45,10746.91,107.10M,1.56%
02/11/2015,10752.11,10765.00,10791.59,10696.78,69.85M,-0.02%
02/10/2015,10753.83,10675.59,10797.46,10594.32,93.68M,0.85%
02/09/2015,10663.51,10765.21,10767.22,10614.12,102.80M,-1.69%
02/06/2015,10846.39,10866.20,10877.67,10802.89,78.68M,-0.54%
02/05/2015,10905.41,10840.79,10926.73,10822.75,87.66M,-0.05%
02/04/2015,10911.32,10892.50,10912.24,10803.10,98.69M,0.19%
02/03/2015,10890.95,10867.61,10984.69,10860.03,134.34M,0.58%
02/02/2015,10828.01,10719.18,10828.01,10677.39,100.49M,1.25%
01/30/2015,10694.32,10801.38,10804.04,10642.59,108.71M,-0.41%
01/29/2015,10737.87,10666.43,10743.57,10607.72,100.31M,0.25%
01/28/2015,10710.97,10719.40,10728.83,10552.76,113.07M,0.78%
01/27/2015,10628.58,10785.90,10810.57,10592.46,115.89M,-1.57%
01/26/2015,10798.33,10592.97,10807.57,10589.07,105.12M,1.40%
01/23/2015,10649.58,10503.33,10704.32,10502.85,167.80M,2.05%
01/22/2015,10435.62,10300.26,10454.05,10228.53,151.26M,1.32%
01/21/2015,10299.23,10270.33,10311.90,10149.77,116.24M,0.41%
01/20/2015,10257.13,10278.55,10298.42,10211.39,109.02M,0.14%
01/19/2015,10242.35,10231.58,10293.04,10191.98,80.65M,0.73%
01/16/2015,10167.77,9985.51,10207.97,9940.64,141.08M,1.35%
01/15/2015,10032.61,9933.45,10063.18,9637.33,147.82M,2.20%
01/14/2015,9817.08,9810.70,9962.98,9768.10,125.07M,-1.25%
01/13/2015,9941.00,9759.57,9978.94,9755.02,116.36M,1.63%
01/12/2015,9781.90,9697.46,9815.96,9622.32,101.32M,1.38%
01/09/2015,9648.50,9813.99,9860.18,9601.75,107.47M,-1.92%
01/08/2015,9837.61,9643.77,9855.43,9607.90,114.83M,3.36%
01/07/2015,9518.18,9510.34,9592.37,9459.18,82.47M,0.51%
01/06/2015,9469.66,9484.25,9624.65,9382.82,96.81M,-0.04%
01/05/2015,9473.16,9735.65,9790.27,9468.58,105.54M,-2.99%
01/02/2015,9764.73,9869.13,9879.53,9687.26,67.67M,-0.42%
12/30/2014,9805.55,9883.10,9886.78,9805.55,34.75M,-1.22%
12/29/2014,9927.13,9914.87,9927.85,9775.45,47.15M,0.05%
12/23/2014,9922.11,9887.24,9922.11,9848.06,47.51M,0.57%
12/22/2014,9865.76,9827.26,9924.01,9826.55,61.83M,0.81%
12/19/2014,9786.96,9901.26,9901.26,9688.66,173.45M,-0.25%
12/18/2014,9811.06,9711.61,9811.06,9671.18,121.02M,2.79%
12/17/2014,9544.43,9455.74,9589.25,9429.40,102.08M,-0.20%
12/16/2014,9563.89,9366.56,9567.09,9219.05,171.05M,2.46%
12/15/2014,9334.01,9599.82,9678.26,9330.99,112.72M,-2.72%
12/12/2014,9594.73,9794.20,9799.65,9586.22,94.54M,-2.72%
12/11/2014,9862.53,9770.66,9907.82,9763.41,98.96M,0.64%
12/10/2014,9799.73,9859.78,9909.39,9775.39,88.53M,0.06%
12/09/2014,9793.71,9904.58,9951.66,9786.38,110.06M,-2.21%
12/08/2014,10014.99,10060.91,10084.95,10014.99,68.93M,-0.72%
12/05/2014,10087.12,9931.96,10093.03,9929.47,93.45M,2.39%
12/04/2014,9851.35,9998.85,10083.74,9835.42,119.71M,-1.21%
12/03/2014,9971.79,9978.89,9993.85,9930.53,83.61M,0.38%
12/02/2014,9934.08,9983.79,10038.21,9910.21,86.63M,-0.30%
12/01/2014,9963.51,9915.74,9979.08,9906.42,97.09M,-0.17%
11/28/2014,9980.85,9990.70,9990.70,9902.40,98.91M,0.06%
11/27/2014,9974.87,9934.78,9992.67,9920.86,84.70M,0.60%
11/26/2014,9915.56,9894.60,9942.67,9868.35,89.12M,0.55%
11/25/2014,9861.21,9790.03,9921.46,9787.26,117.77M,0.77%
11/24/2014,9785.54,9722.31,9832.41,9711.77,97.61M,0.54%
11/21/2014,9732.55,9521.24,9736.14,9508.17,166.63M,2.62%
11/20/2014,9483.97,9460.40,9487.69,9382.23,82.10M,0.12%
11/19/2014,9472.80,9462.05,9521.73,9439.16,73.15M,0.17%
11/18/2014,9456.53,9323.75,9461.53,9323.52,73.98M,1.61%
11/17/2014,9306.35,9162.27,9331.32,9161.60,72.03M,0.58%
11/14/2014,9252.94,9272.36,9284.13,9184.46,76.73M,0.05%
11/13/2014,9248.51,9260.53,9311.00,9170.28,82.31M,0.41%
11/12/2014,9210.96,9339.68,9359.37,9189.63,93.73M,-1.69%
11/11/2014,9369.03,9374.36,9400.90,9324.77,79.81M,0.18%
11/10/2014,9351.87,9233.87,9351.87,9222.57,71.16M,0.65%
11/07/2014,9291.83,9406.16,9414.32,9239.11,104.44M,-0.91%
11/06/2014,9377.41,9284.97,9467.36,9268.63,124.00M,0.66%
11/05/2014,9315.48,9238.07,9329.07,9226.34,81.03M,1.63%
11/04/2014,9166.47,9244.09,9317.92,9148.78,90.37M,-0.92%
11/03/2014,9251.70,9305.73,9343.64,9236.18,79.78M,-0.81%
10/31/2014,9326.87,9283.40,9339.33,9217.00,123.21M,2.33%
10/30/2014,9114.84,9091.13,9146.95,8899.90,119.73M,0.35%
10/29/2014,9082.81,9139.00,9157.63,9072.64,89.71M,0.16%
10/28/2014,9068.19,8983.06,9077.89,8968.59,78.58M,1.86%
10/27/2014,8902.61,9080.80,9085.64,8837.66,111.76M,-0.95%
10/24/2014,8987.80,9008.60,9044.85,8955.59,98.97M,-0.66%
10/23/2014,9047.31,8873.54,9068.12,8820.89,108.38M,1.20%
10/22/2014,8940.14,8934.54,8957.16,8861.44,97.87M,0.60%
10/21/2014,8886.96,8693.06,8889.78,8644.71,118.32M,1.94%
10/20/2014,8717.76,8819.26,8834.73,8682.59,103.02M,-1.50%
10/17/2014,8850.27,8629.16,8850.27,8588.42,181.97M,3.12%
10/16/2014,8582.90,8623.28,8662.86,8354.97,224.47M,0.13%
10/15/2014,8571.95,8838.68,8847.85,8555.73,153.53M,-2.87%
10/14/2014,8825.21,8765.36,8854.39,8701.44,116.08M,0.15%
10/13/2014,8812.43,8703.85,8872.40,8699.60,112.88M,0.27%
10/10/2014,8788.81,8924.58,8958.66,8788.21,162.57M,-2.40%
10/09/2014,9005.02,9082.66,9140.29,8975.06,104.10M,0.11%
10/08/2014,8995.33,9027.90,9064.88,8960.43,112.05M,-1.00%
10/07/2014,9086.21,9164.77,9170.24,9080.35,105.00M,-1.34%
10/06/2014,9209.51,9341.05,9343.65,9185.86,103.68M,0.15%
10/02/2014,9195.68,9363.28,9412.62,9195.68,122.38M,-1.99%
10/01/2014,9382.03,9454.04,9520.97,9357.55,83.53M,-0.97%
09/30/2014,9474.30,9446.81,9495.00,9404.89,89.86M,0.55%
09/29/2014,9422.91,9495.58,9504.98,9369.62,77.42M,-0.71%
09/26/2014,9490.55,9500.55,9545.34,9454.88,83.50M,-0.20%
09/25/2014,9510.01,9644.36,9718.11,9482.54,97.70M,-1.57%
09/24/2014,9661.97,9598.77,9669.45,9534.77,85.85M,0.70%
09/23/2014,9595.03,9713.40,9719.66,9589.03,88.20M,-1.58%
09/22/2014,9749.54,9748.53,9812.77,9735.69,73.98M,-0.51%
09/19/2014,9799.26,9849.43,9891.20,9799.24,195.35M,0.01%
09/18/2014,9798.13,9703.10,9798.13,9686.43,81.24M,1.41%
09/17/2014,9661.50,9672.98,9695.44,9649.99,67.22M,0.30%
09/16/2014,9632.93,9644.28,9644.88,9588.65,62.27M,-0.28%
09/15/2014,9659.63,9603.97,9682.46,9600.15,55.75M,0.09%
09/12/2014,9651.13,9706.59,9706.59,9617.70,52.63M,-0.41%
09/11/2014,9691.28,9729.89,9732.83,9630.67,62.05M,-0.09%
09/10/2014,9700.17,9672.45,9723.08,9635.50,62.42M,-0.11%
09/09/2014,9710.70,9737.56,9769.21,9695.44,57.20M,-0.49%
09/08/2014,9758.03,9767.90,9773.70,9721.71,53.01M,0.11%
09/05/2014,9747.02,9714.24,9774.65,9691.44,77.35M,0.23%
09/04/2014,9724.26,9591.43,9732.78,9539.92,106.65M,1.02%
09/03/2014,9626.49,9541.02,9683.10,9528.72,90.12M,1.26%
09/02/2014,9507.02,9525.15,9578.50,9485.24,55.16M,0.30%
09/01/2014,9479.03,9484.53,9500.20,9424.78,43.07M,0.09%
08/29/2014,9470.17,9483.42,9517.95,9369.40,68.47M,0.08%
08/28/2014,9462.56,9545.21,9546.81,9417.16,72.12M,-1.12%
08/27/2014,9569.71,9583.98,9600.85,9546.55,69.03M,-0.19%
08/26/2014,9588.15,9481.56,9591.72,9446.37,66.74M,0.82%
08/25/2014,9510.14,9456.67,9510.14,9424.11,53.55M,1.83%
08/22/2014,9339.17,9390.29,9414.39,9291.93,70.04M,-0.66%
08/21/2014,9401.53,9328.71,9405.93,9278.86,67.87M,0.93%
08/20/2014,9314.57,9329.89,9333.68,9247.84,63.23M,-0.21%
08/19/2014,9334.28,9276.19,9350.27,9276.18,57.79M,0.96%
08/18/2014,9245.33,9220.99,9261.65,9195.11,63.82M,1.68%
08/15/2014,9092.60,9239.00,9324.57,9067.58,110.26M,-1.44%
08/14/2014,9225.10,9161.81,9265.92,9149.41,80.39M,0.29%
08/13/2014,9198.88,9133.84,9213.61,9118.15,82.25M,1.43%
08/12/2014,9069.47,9166.92,9171.94,9050.00,74.77M,-1.21%
08/11/2014,9180.74,9106.67,9199.00,9089.31,81.23M,1.90%
08/08/2014,9009.32,8928.19,9061.00,8903.49,102.52M,-0.33%
08/07/2014,9038.97,9081.29,9166.04,9025.82,97.95M,-1.00%
08/06/2014,9130.04,9084.52,9166.21,9030.72,98.90M,-0.65%
08/05/2014,9189.74,9186.03,9237.14,9152.38,80.56M,0.39%
08/04/2014,9154.14,9222.05,9243.23,9130.34,85.30M,-0.61%
08/01/2014,9210.08,9379.74,9394.48,9185.41,141.58M,-2.10%
07/31/2014,9407.48,9576.16,9582.74,9395.35,131.08M,-1.94%
07/30/2014,9593.68,9646.43,9704.01,9572.90,79.99M,-0.62%
07/29/2014,9653.63,9607.10,9692.33,9573.48,66.00M,0.58%
07/28/2014,9598.17,9660.71,9665.05,9527.59,72.00M,-0.48%
07/25/2014,9644.01,9770.24,9794.85,9620.58,73.40M,-1.53%
07/24/2014,9794.06,9772.15,9810.47,9674.68,70.37M,0.42%
07/23/2014,9753.56,9727.43,9802.06,9723.98,64.74M,0.20%
07/22/2014,9734.33,9682.21,9735.71,9647.74,62.37M,1.27%
07/21/2014,9612.05,9711.68,9717.70,9597.62,65.24M,-1.11%
07/18/2014,9720.02,9703.67,9721.08,9655.51,118.11M,-0.35%
07/17/2014,9753.88,9819.45,9845.85,9743.62,76.54M,-1.07%
07/16/2014,9859.27,9747.88,9871.58,9747.52,69.46M,1.44%
07/15/2014,9719.41,9764.69,9788.71,9711.86,72.13M,-0.65%
07/14/2014,9783.01,9710.92,9793.78,9693.89,56.26M,1.21%
07/11/2014,9666.34,9672.17,9708.43,9623.36,62.28M,0.07%
07/10/2014,9659.13,9807.25,9807.25,9617.59,96.88M,-1.52%
07/09/2014,9808.20,9789.05,9817.47,9752.79,73.59M,0.36%
07/08/2014,9772.67,9918.27,9920.78,9772.14,85.87M,-1.35%
07/07/2014,9906.07,9992.13,10015.36,9905.60,60.51M,-1.03%
07/04/2014,10009.08,10028.71,10030.81,10007.40,52.05M,-0.20%
07/03/2014,10029.43,9910.47,10032.28,9907.01,78.29M,1.19%
07/02/2014,9911.27,9913.00,9936.39,9890.11,70.23M,0.09%
07/01/2014,9902.41,9853.74,9902.41,9835.74,54.52M,0.71%
06/30/2014,9833.07,9833.85,9889.49,9800.08,66.65M,0.18%
06/27/2014,9815.17,9818.46,9836.68,9791.13,63.25M,0.10%
06/26/2014,9804.90,9894.55,9898.38,9749.75,94.93M,-0.64%
06/25/2014,9867.75,9883.78,9914.12,9836.46,82.31M,-0.71%
06/24/2014,9938.08,9938.64,9948.59,9899.47,61.27M,0.17%
06/23/2014,9920.92,9991.40,9993.02,9885.96,68.73M,-0.66%
06/20/2014,9987.24,9995.50,10050.98,9987.24,209.56M,-0.17%
06/19/2014,10004.00,10018.91,10023.55,9993.03,86.69M,0.74%
06/18/2014,9930.33,9932.04,9964.02,9922.07,72.98M,0.10%
06/17/2014,9920.32,9915.20,9982.89,9861.29,72.08M,0.37%
06/16/2014,9883.98,9885.97,9925.85,9872.77,64.03M,-0.29%
06/13/2014,9912.87,9920.49,9944.57,9829.09,79.42M,-0.26%
06/12/2014,9938.70,9950.52,9970.38,9917.61,68.48M,-0.11%
06/11/2014,9949.81,10022.99,10024.84,9921.26,96.29M,-0.79%
06/10/2014,10028.80,9998.51,10033.74,9987.69,64.85M,0.20%
06/09/2014,10008.63,9994.40,10009.60,9985.87,43.20M,0.21%
06/06/2014,9987.19,9954.01,10000.92,9941.65,92.99M,0.40%
06/05/2014,9947.83,9929.41,10013.69,9896.09,129.94M,0.21%
06/04/2014,9926.67,9903.82,9928.96,9866.97,66.44M,0.07%
06/03/2014,9919.74,9949.96,9954.78,9887.01,71.97M,-0.31%
06/02/2014,9950.12,9986.86,9992.33,9907.77,57.92M,0.07%
05/30/2014,9943.27,9926.73,9970.77,9924.63,103.68M,0.04%
05/29/2014,9938.90,9937.66,9956.24,9917.97,65.74M,0.00%
05/28/2014,9939.17,9950.74,9957.87,9898.26,72.75M,-0.02%
05/27/2014,9940.82,9893.33,9951.90,9879.64,79.80M,0.49%
05/26/2014,9892.82,9826.91,9893.81,9821.68,53.85M,1.28%
05/23/2014,9768.01,9722.63,9779.59,9704.75,65.28M,0.48%
05/22/2014,9720.91,9731.45,9734.14,9689.13,63.70M,0.24%
05/21/2014,9697.87,9615.86,9709.91,9583.56,86.24M,0.61%
05/20/2014,9639.08,9644.80,9685.56,9613.91,67.59M,-0.21%
05/19/2014,9659.39,9607.32,9676.52,9534.56,97.86M,0.31%
05/16/2014,9629.10,9646.56,9670.90,9577.90,113.09M,-0.28%
05/15/2014,9656.05,9741.25,9810.29,9631.57,133.90M,-1.01%
05/14/2014,9754.39,9765.62,9772.09,9733.21,76.08M,0.00%
05/13/2014,9754.43,9751.05,9783.72,9732.34,96.84M,0.54%
05/12/2014,9702.46,9608.93,9710.34,9587.14,87.51M,1.26%
05/09/2014,9581.45,9591.32,9602.86,9558.11,80.08M,-0.27%
05/08/2014,9607.40,9547.27,9622.30,9487.57,102.02M,0.90%
05/07/2014,9521.30,9418.50,9554.35,9410.08,92.73M,0.57%
05/06/2014,9467.53,9570.25,9571.63,9440.47,82.06M,-0.65%
05/05/2014,9529.50,9536.38,9548.17,9407.09,61.91M,-0.28%
05/02/2014,9556.02,9611.79,9627.38,9533.30,88.06M,-0.49%
04/30/2014,9603.23,9576.93,9618.98,9561.06,90.29M,0.20%
04/29/2014,9584.12,9521.65,9596.42,9480.57,91.47M,1.46%
04/28/2014,9446.36,9454.84,9496.84,9407.65,67.54M,0.48%
04/25/2014,9401.55,9474.79,9501.91,9367.42,79.23M,-1.54%
04/24/2014,9548.68,9597.07,9645.06,9410.33,87.81M,0.05%
04/23/2014,9544.19,9602.12,9607.84,9539.62,61.22M,-0.58%
04/22/2014,9600.09,9455.52,9602.57,9439.66,70.19M,2.02%
04/17/2014,9409.71,9311.03,9417.82,9277.36,86.30M,0.99%
04/16/2014,9317.82,9252.30,9318.97,9221.48,78.80M,1.57%
04/15/2014,9173.71,9324.84,9344.85,9166.53,88.16M,-1.77%
04/14/2014,9339.17,9248.86,9339.17,9214.18,90.92M,0.26%
04/11/2014,9315.29,9351.20,9390.44,9259.43,100.49M,-1.47%
04/10/2014,9454.54,9556.70,9581.48,9440.99,77.87M,-0.54%
04/09/2014,9506.35,9506.75,9542.31,9480.96,69.92M,0.16%
04/08/2014,9490.79,9525.07,9525.94,9391.86,86.19M,-0.21%
04/07/2014,9510.85,9585.52,9608.20,9496.67,78.80M,-1.91%
04/04/2014,9695.77,9641.96,9721.50,9627.74,75.31M,0.70%
04/03/2014,9628.82,9620.87,9689.52,9591.89,76.39M,0.06%
04/02/2014,9623.36,9628.76,9645.60,9608.46,73.98M,0.20%
04/01/2014,9603.71,9601.96,9631.06,9574.63,72.84M,0.50%
03/31/2014,9555.91,9621.92,9634.82,9543.09,68.77M,-0.33%
03/28/2014,9587.19,9487.12,9587.19,9484.90,70.50M,1.44%
03/27/2014,9451.21,9428.91,9469.39,9397.98,66.83M,0.03%
03/26/2014,9448.58,9367.53,9488.74,9360.30,75.84M,1.18%
03/25/2014,9338.40,9223.92,9372.07,9223.90,82.23M,1.63%
03/24/2014,9188.77,9349.52,9358.95,9181.37,86.79M,-1.65%
03/21/2014,9342.94,9300.66,9376.94,9288.15,198.58M,0.50%
03/20/2014,9296.12,9215.70,9296.90,9156.63,96.95M,0.21%
03/19/2014,9277.05,9262.71,9325.93,9221.59,89.48M,0.37%
03/18/2014,9242.55,9172.05,9315.07,9105.69,99.30M,0.67%
03/17/2014,9180.89,9047.49,9197.81,9047.49,86.96M,1.37%
03/14/2014,9056.41,8939.18,9094.24,8913.27,141.18M,0.43%
03/13/2014,9017.79,9200.12,9226.96,9017.35,113.77M,-1.86%
03/12/2014,9188.69,9257.13,9267.10,9142.54,107.43M,-1.28%
03/11/2014,9307.79,9295.32,9375.29,9259.18,72.30M,0.46%
03/10/2014,9265.50,9305.51,9382.98,9216.07,84.88M,-0.91%
03/07/2014,9350.75,9538.45,9543.24,9346.82,103.25M,-2.01%
03/06/2014,9542.87,9577.35,9587.44,9505.32,103.68M,0.01%
03/05/2014,9542.02,9562.39,9599.00,9534.43,73.34M,-0.49%
03/04/2014,9589.15,9453.77,9590.11,9421.16,95.63M,2.46%
03/03/2014,9358.89,9553.08,9554.17,9358.73,118.04M,-3.44%
02/28/2014,9692.08,9592.90,9692.08,9566.04,83.20M,1.08%
02/27/2014,9588.33,9660.55,9672.82,9497.78,86.42M,-0.76%
02/26/2014,9661.73,9708.50,9720.66,9612.52,87.28M,-0.39%
02/25/2014,9699.35,9676.56,9710.95,9628.72,90.68M,-0.10%
02/24/2014,9708.94,9619.64,9708.94,9602.95,67.95M,0.54%
02/21/2014,9656.95,9665.08,9666.15,9598.03,78.59M,0.40%
02/20/2014,9618.85,9524.58,9618.85,9504.18,88.68M,-0.43%
02/19/2014,9660.05,9641.45,9695.86,9596.42,72.89M,0.00%
02/18/2014,9659.78,9674.80,9690.97,9614.40,58.83M,0.03%
02/17/2014,9656.76,9661.80,9682.19,9645.51,45.85M,-0.06%
02/14/2014,9662.40,9615.52,9677.53,9593.37,91.50M,0.68%
02/13/2014,9596.77,9522.66,9600.64,9479.86,93.21M,0.60%
02/12/2014,9540.00,9505.12,9594.85,9501.96,85.29M,0.65%
02/11/2014,9478.77,9338.80,9478.77,9338.01,76.25M,2.03%
02/10/2014,9289.86,9331.71,9346.13,9280.18,59.60M,-0.13%
02/07/2014,9301.92,9275.38,9323.24,9223.21,89.00M,0.49%
02/06/2014,9256.58,9166.46,9274.46,9128.97,122.69M,1.54%
02/05/2014,9116.32,9105.28,9154.72,9080.87,95.61M,-0.13%
02/04/2014,9127.91,9126.46,9166.98,9071.25,114.60M,-0.64%
02/03/2014,9186.52,9318.77,9357.58,9173.56,105.55M,-1.29%
01/31/2014,9306.48,9339.84,9346.79,9166.05,126.86M,-0.71%
01/30/2014,9373.48,9343.51,9415.48,9266.95,97.75M,0.39%
01/29/2014,9336.73,9507.35,9537.63,9221.30,126.38M,-0.75%
01/28/2014,9406.91,9405.53,9427.59,9345.76,99.32M,0.62%
01/27/2014,9349.22,9389.17,9402.72,9310.99,112.55M,-0.46%
01/24/2014,9392.02,9646.65,9664.24,9374.08,125.92M,-2.48%
01/23/2014,9631.04,9690.51,9728.78,9596.49,98.66M,-0.92%
01/22/2014,9720.11,9752.11,9765.63,9677.14,84.23M,-0.10%
01/21/2014,9730.12,9751.98,9794.05,9714.02,80.84M,0.15%
